id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1362064070271262731,1362064070271262731,2021-02-17 15:39:14 UTC,2021-02-17,15:39:14,+0000,1295445220390305793,beneditofilho69,Benedito Filho,,#VCnoJL1 quais os exames específicos para identificar a fibromialgia e se os sintomas são parecidos com o Lúpus?,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/BeneditoFilho69/status/1362064070271262731,False,,0,,,,,,,,[],,,,
1362063523640188932,1362063523640188932,2021-02-17 15:37:04 UTC,2021-02-17,15:37:04,+0000,212669358,magos61,Zé Carlos Lula Haddad,,#VCnoJL1 O exemplo dado pelo Governo Federal dá o direito de pessoas como estas a negar a pandemia. Vacina é respeito ao povo do Pará.,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/magos61/status/1362063523640188932,False,,0,,,,,,,,[],,,,
1362063426189680640,1362063426189680640,2021-02-17 15:36:41 UTC,2021-02-17,15:36:41,+0000,1141860169795670016,ruivokiko,KIKo7,,Queria saber se o vírus só respeita o Carnaval de rua e ônibus lotado ele não contamina #VCnoJL1,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/RuivoKiko/status/1362063426189680640,False,,0,,,,,,,,[],,,,
1362063402391191555,1362063402391191555,2021-02-17 15:36:35 UTC,2021-02-17,15:36:35,+0000,3370021923,juniormaretto,Junior Maretto,,Quem pegou covid pode estar com fibromialgia #VCnoJL1,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/juniormaretto/status/1362063402391191555,False,,0,,,,,,,,[],,,,
1362063133834158080,1362063133834158080,2021-02-17 15:35:31 UTC,2021-02-17,15:35:31,+0000,1351842958979571714,neillsidonio,Neill Sidonio,,#VCnoJL1 que tipo de exame tenho que fazer pra saber se tenho fibromialgia,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/NeillSidonio/status/1362063133834158080,False,,0,,,,,,,,[],,,,
1362062762252382211,1362062762252382211,2021-02-17 15:34:03 UTC,2021-02-17,15:34:03,+0000,893137609467322369,ivanpeniche3,Ivan Peniche,,#VCnoJL1 boa tarde é lamentável o descaso dos governantes com a população como pode uma estrada aberta a 40 anos e não ter asfalto falta total de respeito com a população local,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/IvanPeniche3/status/1362062762252382211,False,,0,,,,,,,,[],,,,
1362062702558986248,1362062702558986248,2021-02-17 15:33:48 UTC,2021-02-17,15:33:48,+0000,57503242,digitaesse,André Rendeiro,,"Ontem o Bancrévea estava havendo festa com música alta e aglomeração, tentei denunciar no 181 mas sem sucesso, se não não contamos com os órgãos de fiscalização vamos recorrer pra quem? #VCnoJL1",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/digitaesse/status/1362062702558986248,False,,0,,,,,,,,[],,,,
1362062657516417026,1362062657516417026,2021-02-17 15:33:38 UTC,2021-02-17,15:33:38,+0000,3370021923,juniormaretto,Junior Maretto,,Triste a situação das pessoas de Ipixuna do Pará 😔 #VCnoJL1,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/juniormaretto/status/1362062657516417026,False,,0,,,,,,,,[],,,,
1362062413198200832,1362062413198200832,2021-02-17 15:32:39 UTC,2021-02-17,15:32:39,+0000,1360613762076672005,geovani323,Geovani32,,#VCnoJL1 carnaval clandestino essas pessoas não sabem o que é perder alguém pra esse vírus.,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/Geovani323/status/1362062413198200832,False,,0,,,,,,,,[],,,,
1362061969700892677,1362061969700892677,2021-02-17 15:30:54 UTC,2021-02-17,15:30:54,+0000,1895382979,cgalgany,Clara♥️,,"Uma das imagens marcantes da semana é da enfermeira Rebeka, que em meio a toda adversidade fez de tudo pra salvar o paciente! Todo meu Respeito! #soliedariedade #vcnojl1  https://t.co/VBqezd6uoS",pt,[],[],['https://pbs.twimg.com/media/EucEIyrWQAAeSqd.jpg'],0,0,0,"['soliedariedade', 'vcnojl1']",[],https://twitter.com/CGalgany/status/1362061969700892677,False,,1,https://pbs.twimg.com/media/EucEIyrWQAAeSqd.jpg,,,,,,,[],,,,
1362061026141884417,1362061026141884417,2021-02-17 15:27:09 UTC,2021-02-17,15:27:09,+0000,1362054290483855367,tainsarmento2,Tainá Sarmento,,Maitê pronta pro Carnaval em casa😻 #VCnoJL1  https://t.co/mVfBYE4fll,pt,[],[],['https://pbs.twimg.com/media/EucDGOsWgAEq3Lg.jpg'],0,0,0,['vcnojl1'],[],https://twitter.com/TainSarmento2/status/1362061026141884417,False,,1,https://pbs.twimg.com/media/EucDGOsWgAEq3Lg.jpg,,,,,,,[],,,,
1362060995963846663,1362060995963846663,2021-02-17 15:27:01 UTC,2021-02-17,15:27:01,+0000,1357756757192437770,miscamaraderie,miss camaraderie,,nada de interessante hj #vcnojl1,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/miscamaraderie/status/1362060995963846663,False,,0,,,,,,,,[],,,,
1362060495587573771,1362060495587573771,2021-02-17 15:25:02 UTC,2021-02-17,15:25:02,+0000,91574561,aldrems,🇧🇷ALEXANDRE 🇧🇷,,"O MPE do Pará vai comprar para cada um dos seus oito procuradores, iPhone 11 o iPhone 12, Termo de Referência foi elaborado, em 2 de outubro de 2020) com tela de 6"" x 128 gigabytes. O P.E nº 06/2021 está marcado para o próximo dia 24. O salário de R$ 35.462,22 Será #VCnoJL1",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/aldrems/status/1362060495587573771,False,,0,,,,,,,,[],,,,
1362060171812438019,1362060171812438019,2021-02-17 15:23:45 UTC,2021-02-17,15:23:45,+0000,1358238884082180096,ramonsale1,Ramon#paysandu,,#VCnoJl1 é  incrível como as pessoas não tem consciência essa doença tá ae matando muita gente e as pessoas fazendo festas clandestina.,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/ramonSale1/status/1362060171812438019,False,,0,,,,,,,,[],,,,
1362059976102002693,1362059976102002693,2021-02-17 15:22:58 UTC,2021-02-17,15:22:58,+0000,744383932876136448,paulohumberto07,Paulo Humberto,,"As pessoas não sabem ter amor ao próximo e com a própria família! Assim como eu,  várias pessoas querem ter suas diversões,  porém sabemos que não é o momento !! Vamos ter Cautela, é cuidar mais de nossas vidas.   #VCnoJL1",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/Paulohumberto07/status/1362059976102002693,False,,0,,,,,,,,[],,,,
1362059974302662658,1362059974302662658,2021-02-17 15:22:58 UTC,2021-02-17,15:22:58,+0000,1354524377522581507,tiagoca10741290,Tiago Cardoso,,"#VCnoJL1 se as pessoas que desobedecem as regras da pandemia a covid só afetasse a família deles, porém todos nós estamos em risco, se cuidem ame os seus e respeitem os meus.",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/TiagoCa10741290/status/1362059974302662658,False,,0,,,,,,,,[],,,,
1362059866240598020,1362059866240598020,2021-02-17 15:22:32 UTC,2021-02-17,15:22:32,+0000,1362058222232875009,vamilsonfarias,Vamilson Farias Oliveira,,#VcnoJL1 uma vergonha para nosso estado essas festas clandestina! Entendam que não é a hora de festas! É tempo de cuidar da vida!,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/VamilsonFarias/status/1362059866240598020,False,,0,,,,,,,,[],,,,
1362059755859099656,1362059755859099656,2021-02-17 15:22:06 UTC,2021-02-17,15:22:06,+0000,1234857777547370510,renatomodesto9,Renato Modesto,,"As festas clandestinas no contexto da Pandemia do COVID- 19, reflete uma sociedade isenta de  compromisso e responsabilidade com o próximo, desta forma a conta fica cada vez mais longe de ser fechada, isto é, mais transmissões e duras consequências para sociedade! #VCnoJL1",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/RenatoModesto9/status/1362059755859099656,False,,0,,,,,,,,[],,,,
1362059689652072454,1362059689652072454,2021-02-17 15:21:50 UTC,2021-02-17,15:21:50,+0000,329626389,thiagoestudiots,Thiago Silva,,"Assim como no paricas o res. viver maraca sofre com falta de ônibus. Aqui só passa uma linha São Brás mas so param quando querem. Se quer pegar outra linha tem que andar 2km pra pegar onibus lá na Aug. Montenegro. a promessa era de vida nova, Mas so vemos descasos aqui #VCnoJL1",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/ThiagoEstudiots/status/1362059689652072454,False,,0,,,,,,,,[],,,,
1362059513772314625,1362059513772314625,2021-02-17 15:21:08 UTC,2021-02-17,15:21:08,+0000,1141033029139406848,maurilio_sandro,Sandro Quadros,,"Enquanto a vacinação em massa contra a covid não acontece, ainda tem gente que insistem em aglomerar em festas clandestinas. Está tá hora de colocar na cabeça dessa juventude que a pandemia ainda não acabou!!! #VCnoJL1",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/maurilio_sandro/status/1362059513772314625,False,,0,,,,,,,,[],,,,
1362058900795760641,1362058702178689025,2021-02-17 15:18:42 UTC,2021-02-17,15:18:42,+0000,1117287789442347009,awaysyouskie,Talita,,"O da semana passada não tinha força nem pra levantar a cabeça - rua Jabatiteua, Marco #VcNoJL1",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/awaysyouskie/status/1362058900795760641,False,,0,,,,,,,,[],,,,
1362058702178689025,1362058702178689025,2021-02-17 15:17:55 UTC,2021-02-17,15:17:55,+0000,1117287789442347009,awaysyouskie,Talita,,"Até quando? Por que as autoridades não fazem nada por esses cavalos que são obrigados a carregar, as vezes, o dobro do peso deles? Semana passada, passou um tão maltratado aqui, infelizmente não pude registrar o tanto de entulho que estava carregando #vcnojl1  https://t.co/ftFI2zzNtf",pt,[],[],['https://pbs.twimg.com/media/EucBK7UXIAEZjCK.jpg'],1,0,0,['vcnojl1'],[],https://twitter.com/awaysyouskie/status/1362058702178689025,False,,1,https://pbs.twimg.com/media/EucBK7UXIAEZjCK.jpg,,,,,,,[],,,,
1362057893206450182,1362057893206450182,2021-02-17 15:14:42 UTC,2021-02-17,15:14:42,+0000,1313502143161208835,lidilisboa1,O Caos de Belém,,Belém ta só buracos e esse PREFEITO GENOCIDA só quer saber de atacar o presidente no Twitter  #VCNOJL1,pt,[],[],[],0,0,1,['vcnojl1'],[],https://twitter.com/LIDILisboa1/status/1362057893206450182,False,,0,,,,,,,,[],,,,
1362057486287708161,1362057486287708161,2021-02-17 15:13:05 UTC,2021-02-17,15:13:05,+0000,536516609,fabiootav,Fábio Otávio,,"Boa tarde Priscila !  Está complicado andar na rodovia Artur Bernardes da avenida Pedro Álvares Cabral até o canal, devido ao serviço da cosanpa que estão ocupando a rodovia com mtos buracos #VCnoJL1",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/fabiootav/status/1362057486287708161,False,,0,,,,,,,,[],,,,
1362057241705201664,1362057241705201664,2021-02-17 15:12:06 UTC,2021-02-17,15:12:06,+0000,2292776690,joao80heleno,JhCosta,,"#VCnoJL1 Essa empresa Belém Rio deveria ser melhor fiscalizada pela Semob, pois os ônibus andam caindo os pedaços e agora há um outro problema os cobradores não tem troco já cheguei a pagar 4 reais em uma passagem para evitar discussão!",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/joao80heleno/status/1362057241705201664,False,,0,,,,,,,,[],,,,
1362056582813675520,1362056582813675520,2021-02-17 15:09:29 UTC,2021-02-17,15:09:29,+0000,1189912511962849281,rodrigmarcely,M A R,,"Boa tarde! Minha tia sente dores muito fortes no joelho e as mãos ficam inchadas. Ela já fez exames para saber se era reumatismo, mas não era. O que pode ser? #VCnoJL1",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/Rodrigmarcely/status/1362056582813675520,False,,0,,,,,,,,[],,,,
1362056173847986194,1362056173847986194,2021-02-17 15:07:52 UTC,2021-02-17,15:07:52,+0000,1121678736951169026,santiagodrey21,Andrey Santiago,,Fibromialgia causa stresse ???  Andrey Santiago de salinas #vcnoJl1 #vcnojl1,it,[],[],[],0,0,0,"['vcnojl1', 'vcnojl1']",[],https://twitter.com/SantiagoDrey21/status/1362056173847986194,False,,0,,,,,,,,[],,,,
1362056122866282502,1362056122866282502,2021-02-17 15:07:40 UTC,2021-02-17,15:07:40,+0000,1114567959794601986,lhcorrea_s,Lucas Corrêa,,#JL1 #VCnoJL1  https://t.co/5qgI9y7pbm,und,[],[],"['https://pbs.twimg.com/media/Eub-0KYXIAEjllV.jpg', 'https://pbs.twimg.com/media/Eub-0cxWQAUSdO_.jpg', 'https://pbs.twimg.com/media/Eub-0vhXYAI0JX5.jpg']",0,0,0,"['jl1', 'vcnojl1']",[],https://twitter.com/LHCorrea_S/status/1362056122866282502,False,,1,https://pbs.twimg.com/media/Eub-0KYXIAEjllV.jpg,,,,,,,[],,,,
1362055924924448772,1362055924924448772,2021-02-17 15:06:52 UTC,2021-02-17,15:06:52,+0000,1114567959794601986,lhcorrea_s,Lucas Corrêa,,#JL1 #VCnoJL1  https://t.co/DdnKDtIxFm,und,[],[],"['https://pbs.twimg.com/media/Eub-o7yWgAIOO68.jpg', 'https://pbs.twimg.com/media/Eub-pP5XcAQipTC.jpg']",0,0,0,"['jl1', 'vcnojl1']",[],https://twitter.com/LHCorrea_S/status/1362055924924448772,False,,1,https://pbs.twimg.com/media/Eub-o7yWgAIOO68.jpg,,,,,,,[],,,,
1362055554076729347,1362055554076729347,2021-02-17 15:05:24 UTC,2021-02-17,15:05:24,+0000,1114567959794601986,lhcorrea_s,Lucas Corrêa,,#JL1 #VCnoJL1  https://t.co/IzvzqA51mv,und,[],[],['https://pbs.twimg.com/media/Eub-TrsXMAMGE1A.jpg'],0,0,0,"['jl1', 'vcnojl1']",[],https://twitter.com/LHCorrea_S/status/1362055554076729347,False,,1,https://pbs.twimg.com/media/Eub-TrsXMAMGE1A.jpg,,,,,,,[],,,,
1362055147808034825,1362055147808034825,2021-02-17 15:03:47 UTC,2021-02-17,15:03:47,+0000,938206631766249472,marcos_alencar7,Marcos Amorim,,Boa tarde. Quais cuidados pessoas com mal de Parkinson e com diagnóstico de Fibromialgia devem tomar? #VCnoJL1,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/Marcos_Alencar7/status/1362055147808034825,False,,0,,,,,,,,[],,,,
1362054687592222722,1362054687592222722,2021-02-17 15:01:57 UTC,2021-02-17,15:01:57,+0000,839120978865188864,euvinisantos,Vinícius Santos,,"Super Lorenzo com sua fantasia de superman!! #VcnoJl1  De: Vila de Anjos, Santo Antônio do Tauá.  https://t.co/9EUaT2aOpw",pt,[],[],['https://pbs.twimg.com/media/Eub9gEHXAAAxZ7r.jpg'],0,0,1,['vcnojl1'],[],https://twitter.com/euvinisantos/status/1362054687592222722,False,,1,https://pbs.twimg.com/media/Eub9gEHXAAAxZ7r.jpg,,,,,,,[],,,,
1362054434889609216,1362054434889609216,2021-02-17 15:00:57 UTC,2021-02-17,15:00:57,+0000,1114567959794601986,lhcorrea_s,Lucas Corrêa,,#JL1 #VCnoJL1  https://t.co/SvsmUdViHE,und,[],[],['https://pbs.twimg.com/media/Eub9SihWgAAsyXg.jpg'],0,0,0,"['jl1', 'vcnojl1']",[],https://twitter.com/LHCorrea_S/status/1362054434889609216,False,,1,https://pbs.twimg.com/media/Eub9SihWgAAsyXg.jpg,,,,,,,[],,,,
1362054305075838977,1362054305075838977,2021-02-17 15:00:26 UTC,2021-02-17,15:00:26,+0000,1114567959794601986,lhcorrea_s,Lucas Corrêa,,#JL1 #VCnoJL1  https://t.co/VLLO9R30Ps,und,[],[],['https://pbs.twimg.com/media/Eub9K-pWgAcNhVM.jpg'],0,0,0,"['jl1', 'vcnojl1']",[],https://twitter.com/LHCorrea_S/status/1362054305075838977,False,,1,https://pbs.twimg.com/media/Eub9K-pWgAcNhVM.jpg,,,,,,,[],,,,
1362054164696678404,1362054164696678404,2021-02-17 14:59:53 UTC,2021-02-17,14:59:53,+0000,1331080416007245824,ttdaluan4,luana.,,"boa tarde Priscila, minha vo sente dor no corpo quando está frio, isso pode ser um sintoma de fibromialgia? #vcnojl1 #VCnoJL1",pt,[],[],[],0,0,0,"['vcnojl1', 'vcnojl1']",[],https://twitter.com/ttdaluan4/status/1362054164696678404,False,,0,,,,,,,,[],,,,
1362054036443328516,1362054036443328516,2021-02-17 14:59:22 UTC,2021-02-17,14:59:22,+0000,1114567959794601986,lhcorrea_s,Lucas Corrêa,,#JL1 #VCnoJL1  https://t.co/H3P5oK12YV,und,[],[],['https://pbs.twimg.com/media/Eub87VdWQAc-oNO.jpg'],0,0,0,"['jl1', 'vcnojl1']",[],https://twitter.com/LHCorrea_S/status/1362054036443328516,False,,1,https://pbs.twimg.com/media/Eub87VdWQAc-oNO.jpg,,,,,,,[],,,,
1362053963168817154,1362053963168817154,2021-02-17 14:59:05 UTC,2021-02-17,14:59:05,+0000,791439801169969152,wiksonximenes,Wikson Ximenes,,"Aqui em Ananindeua a vacina está em falta. Que se resolva logo essa situação, pois estamos precisando.  #VCnoJL1",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/WiksonXimenes/status/1362053963168817154,False,,0,,,,,,,,[],,,,
1362053959876239370,1362053959876239370,2021-02-17 14:59:04 UTC,2021-02-17,14:59:04,+0000,1358775945210036225,gemaque_antonio,Antonio Gemaque,,"Boa tarde Priscila, trsite situação que nosso estado tá parando por causa da enchente acredito que também não é só em Cachoeira do Arari muita chuva #VCnoJL1",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/gemaque_antonio/status/1362053959876239370,False,,0,,,,,,,,[],,,,
1362053865928093700,1362053865928093700,2021-02-17 14:58:42 UTC,2021-02-17,14:58:42,+0000,1114567959794601986,lhcorrea_s,Lucas Corrêa,,#JL1 #VCnoJL1  https://t.co/TkuySK7nIE,und,[],[],['https://pbs.twimg.com/media/Eub8xZ0XAAIm9Gy.jpg'],0,0,0,"['jl1', 'vcnojl1']",[],https://twitter.com/LHCorrea_S/status/1362053865928093700,False,,1,https://pbs.twimg.com/media/Eub8xZ0XAAIm9Gy.jpg,,,,,,,[],,,,
1362053845224992774,1362053845224992774,2021-02-17 14:58:37 UTC,2021-02-17,14:58:37,+0000,385083583,mcsantos1476,magno,,"#VCnoJL1 Minha esposa sente dores muito fortes no corpo todo,sempre que está aborrecida, preocupada ou estressada. Ela ja fez vários exames,mas nunca dá nada. O que pode ser?",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/mcsantos1476/status/1362053845224992774,False,,0,,,,,,,,[],,,,
1362053633555193859,1362053633555193859,2021-02-17 14:57:46 UTC,2021-02-17,14:57:46,+0000,1008146796,juansimmonsen,Juan Simmonsen 💉,,Fibromialgia pode ser uma consequência de quem teve anemia? #FalaSaúde #VCnoJL1,pt,[],[],[],0,0,0,"['falasaúde', 'vcnojl1']",[],https://twitter.com/juansimmonsen/status/1362053633555193859,False,,0,,,,,,,,[],,,,
1362053534540320770,1362053534540320770,2021-02-17 14:57:23 UTC,2021-02-17,14:57:23,+0000,1189552735617728513,rucosta2,Ruan souza,,"Boa tarde Priscila, infelizmente é nos períodos chuvosos que mas se evidência, o total descaso e abandono do poder público com a periferia, tapanã pede socorro #VcnoJL1",pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/RuCosta2/status/1362053534540320770,False,,0,,,,,,,,[],,,,
1362053345213616138,1362053345213616138,2021-02-17 14:56:37 UTC,2021-02-17,14:56:37,+0000,1213988363390242817,pv_america,Pedrão AFC,,#VCnoJL1 Com relação a sacola plástica no supermercado. Se não podem dar as mesmas pro consumidor. Porquê então vendem a mesma?,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/pv_america/status/1362053345213616138,False,,0,,,,,,,,[],,,,
1362053278410960903,1362053278410960903,2021-02-17 14:56:21 UTC,2021-02-17,14:56:21,+0000,791439801169969152,wiksonximenes,Wikson Ximenes,,Que essa situação de Ipixuna se resolva logo. Na torcida aqui por eles ♥️🙏🏻  #VCnoJL1,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/WiksonXimenes/status/1362053278410960903,False,,0,,,,,,,,[],,,,
1362053202808627202,1362053202808627202,2021-02-17 14:56:03 UTC,2021-02-17,14:56:03,+0000,987315810145325057,olavosaldanha81,Olavo Saldanha,,#VCnoJL1 o clima e de muita tristeza aqui em Ipixuna muitas famílias desabrigadas,pt,[],[],[],0,0,0,['vcnojl1'],[],https://twitter.com/OlavoSaldanha81/status/1362053202808627202,False,,0,,,,,,,,[],,,,
1362053093798662145,1362053093798662145,2021-02-17 14:55:37 UTC,2021-02-17,14:55:37,+0000,1114567959794601986,lhcorrea_s,Lucas Corrêa,,#JL1 #VCnoJL1  https://t.co/beR863OiNJ,und,[],[],['https://pbs.twimg.com/media/Eub8Ec-XAAUtzyQ.jpg'],0,0,0,"['jl1', 'vcnojl1']",[],https://twitter.com/LHCorrea_S/status/1362053093798662145,False,,1,https://pbs.twimg.com/media/Eub8Ec-XAAUtzyQ.jpg,,,,,,,[],,,,
1362052979386441728,1362052979386441728,2021-02-17 14:55:10 UTC,2021-02-17,14:55:10,+0000,1149874625658138625,sandroandr7,Sandro André,,"#VCnoJL1  Não dá pra entender essas festas clandestinas, será que essas pessoas não tem amor próprio e pelos outros, pois todos nos sacrificamos para estagnar a pandemia e essas pessoas não conseguem parar as festas apenas por esse período. #PANDEMIASEMFESTA",pt,[],[],[],0,0,0,"['vcnojl1', 'pandemiasemfesta']",[],https://twitter.com/SandroAndr7/status/1362052979386441728,False,,0,,,,,,,,[],,,,
